rowid,question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
244,136514,72738,2020,Georgia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1036,lv,lv,Online/Text,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:18,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ga_11.2.20.pdf,jungle primary,7780,Tarver,14490,Ed Tarver,DEM,3.0
245,136516,72739,2020,Mississippi,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,562,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:29,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ms_11.2.20.pdf,general,6282,Espy,13651,Mike Espy,DEM,47.0
246,136516,72739,2020,Mississippi,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,562,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:29,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ms_11.2.20.pdf,general,6282,Hyde-Smith,13652,Cindy Hyde-Smith,REP,50.0
247,136516,72739,2020,Mississippi,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,562,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:29,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ms_11.2.20.pdf,general,6282,Edwards,14573,Jimmy Edwards,LIB,3.0
248,136518,72740,2020,Minnesota,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1259,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:35,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_mn_11.2.20.pdf,general,6281,Smith,15691,Tina Smith,DEM,54.0
249,136518,72740,2020,Minnesota,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1259,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:35,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_mn_11.2.20.pdf,general,6281,Lewis,15692,Jason Lewis,REP,44.0
250,136520,72741,2020,Iowa,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,951,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:41,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ia_11.2.20.pdf,general,6272,Greenfield,13466,Theresa Greenfield,DEM,49.0
251,136520,72741,2020,Iowa,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,951,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:41,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ia_11.2.20.pdf,general,6272,Ernst,13467,Joni K. Ernst,REP,45.0
252,136520,72741,2020,Iowa,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,951,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:41,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ia_11.2.20.pdf,general,6272,Herzog,15642,Suzanne Herzog,IND,3.0
253,136520,72741,2020,Iowa,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,951,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:41,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ia_11.2.20.pdf,general,6272,Stewart,15614,Rick Stewart,LIB,2.0
254,136582,72763,2020,Alabama,1522,Swayable,,,Swayable,543,Swayable,C,294,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6266,Jones,13612,Doug Jones,DEM,42.3
255,136582,72763,2020,Alabama,1522,Swayable,,,Swayable,543,Swayable,C,294,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6266,Tuberville,13614,Tommy Tuberville,REP,57.6
256,136581,72764,2020,Arizona,1522,Swayable,,,Swayable,543,Swayable,C,333,lv,lv,Online,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6268,Kelly,13445,Mark Kelly,DEM,55.0
257,136581,72764,2020,Arizona,1522,Swayable,,,Swayable,543,Swayable,C,333,lv,lv,Online,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6268,McSally,13446,Martha McSally,REP,45.0
258,136578,72766,2020,Georgia,1522,Swayable,,,Swayable,543,Swayable,C,407,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6271,Ossoff,14567,Jon Ossoff,DEM,47.9
259,136578,72766,2020,Georgia,1522,Swayable,,,Swayable,543,Swayable,C,407,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6271,Perdue,14568,David A. Perdue,REP,49.2
260,136579,72769,2020,Michigan,1522,Swayable,,,Swayable,543,Swayable,C,393,lv,lv,Online,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6280,Peters,13453,Gary C. Peters,DEM,53.6
261,136579,72769,2020,Michigan,1522,Swayable,,,Swayable,543,Swayable,C,393,lv,lv,Online,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6280,James,13454,John James,REP,46.4
262,136583,72775,2020,Virginia,1522,Swayable,,,Swayable,543,Swayable,C,283,lv,lv,Online,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6296,Warner,14760,Mark R. Warner,DEM,60.7
263,136583,72775,2020,Virginia,1522,Swayable,,,Swayable,543,Swayable,C,283,lv,lv,Online,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-large.html,general,6296,Gade,15688,Daniel M. Gade,REP,39.3
264,136586,72777,2020,Colorado,1522,Swayable,,,Swayable,543,Swayable,C,443,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6269,Hickenlooper,13474,John Wright Hickenlooper,DEM,56.9
265,136586,72777,2020,Colorado,1522,Swayable,,,Swayable,543,Swayable,C,443,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6269,Gardner,13475,Cory Gardner,REP,43.1
266,136588,72779,2020,Kentucky,1522,Swayable,,,Swayable,543,Swayable,C,365,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6276,McGrath,13470,Amy McGrath,DEM,46.3
267,136588,72779,2020,Kentucky,1522,Swayable,,,Swayable,543,Swayable,C,365,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6276,McConnell,13471,Mitch McConnell,REP,49.1
268,136588,72779,2020,Kentucky,1522,Swayable,,,Swayable,543,Swayable,C,365,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6276,Barron,14478,Brad Barron,LIB,4.6
269,136585,72782,2020,Minnesota,1522,Swayable,,,Swayable,543,Swayable,C,430,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6281,Smith,15691,Tina Smith,DEM,54.5
270,136585,72782,2020,Minnesota,1522,Swayable,,,Swayable,543,Swayable,C,430,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6281,Lewis,15692,Jason Lewis,REP,45.5
271,136587,72785,2020,South Carolina,1522,Swayable,,,Swayable,543,Swayable,C,416,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6292,Harrison,13457,Jaime Harrison,DEM,51.9
272,136587,72785,2020,South Carolina,1522,Swayable,,,Swayable,543,Swayable,C,416,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6292,Graham,13458,Lindsey Graham,REP,46.0
273,136587,72785,2020,South Carolina,1522,Swayable,,,Swayable,543,Swayable,C,416,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6292,Bledsoe,14749,Bill Bledsoe,CON,2.2
274,136584,72786,2020,Tennessee,1522,Swayable,,,Swayable,543,Swayable,C,431,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6294,Bradshaw,15851,Marquita Bradshaw,DEM,39.3
275,136584,72786,2020,Tennessee,1522,Swayable,,,Swayable,543,Swayable,C,431,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 22:16,,https://www.swayable.com/polls/2020-11-02-small.html,general,6294,Hagerty,13694,Bill Hagerty,REP,60.7
276,136306,72635,2020,North Carolina,165,Frederick Polls,"1511,1512",COMPETE_ | AMM Political Strategies,Frederick Polls,108,Frederick Polls,B/C,676,lv,lv,Text,U.S. Senate,0,Class II,10/30/20,10/31/20,11/3/20,,0,,,0,0,11/2/20 09:54,,https://competeeverywhere.com/2020/11/fresh-polling-shows-biden-poised-for-victory/,general,6284,Cunningham,13468,Cal Cunningham,DEM,50.0
277,136306,72635,2020,North Carolina,165,Frederick Polls,"1511,1512",COMPETE_ | AMM Political Strategies,Frederick Polls,108,Frederick Polls,B/C,676,lv,lv,Text,U.S. Senate,0,Class II,10/30/20,10/31/20,11/3/20,,0,,,0,0,11/2/20 09:54,,https://competeeverywhere.com/2020/11/fresh-polling-shows-biden-poised-for-victory/,general,6284,Tillis,13461,Thom Tillis,REP,46.0
278,136306,72635,2020,North Carolina,165,Frederick Polls,"1511,1512",COMPETE_ | AMM Political Strategies,Frederick Polls,108,Frederick Polls,B/C,676,lv,lv,Text,U.S. Senate,0,Class II,10/30/20,10/31/20,11/3/20,,0,,,0,0,11/2/20 09:54,,https://competeeverywhere.com/2020/11/fresh-polling-shows-biden-poised-for-victory/,general,6284,Bray,14557,Shannon Wilson Bray,LIB,3.0
279,136306,72635,2020,North Carolina,165,Frederick Polls,"1511,1512",COMPETE_ | AMM Political Strategies,Frederick Polls,108,Frederick Polls,B/C,676,lv,lv,Text,U.S. Senate,0,Class II,10/30/20,10/31/20,11/3/20,,0,,,0,0,11/2/20 09:54,,https://competeeverywhere.com/2020/11/fresh-polling-shows-biden-poised-for-victory/,general,6284,Hayes,14558,Kevin Eugene Hayes,CON,2.0
280,136038,72487,2020,Michigan,1102,Emerson College,,,Emerson College,88,Emerson College,A-,700,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 09:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-polling-in-the-midwest-shows-biden-ahead-in-michigan-and-tight-races-in-ohio-and-iowa,general,6280,Peters,13453,Gary C. Peters,DEM,51.8
281,136038,72487,2020,Michigan,1102,Emerson College,,,Emerson College,88,Emerson College,A-,700,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 09:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-polling-in-the-midwest-shows-biden-ahead-in-michigan-and-tight-races-in-ohio-and-iowa,general,6280,James,13454,John James,REP,46.0
282,136039,72489,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,A-,604,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 09:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-polling-in-the-midwest-shows-biden-ahead-in-michigan-and-tight-races-in-ohio-and-iowa,general,6272,Greenfield,13466,Theresa Greenfield,DEM,50.8
283,136039,72489,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,A-,604,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 09:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-polling-in-the-midwest-shows-biden-ahead-in-michigan-and-tight-races-in-ohio-and-iowa,general,6272,Ernst,13467,Joni K. Ernst,REP,47.7
284,136051,72495,2020,Arizona,1102,Emerson College,,,Emerson College,88,Emerson College,A-,732,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 12:06,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-toss-ups-in-nevada-and-arizona,general,6268,Kelly,13445,Mark Kelly,DEM,50.3
285,136051,72495,2020,Arizona,1102,Emerson College,,,Emerson College,88,Emerson College,A-,732,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 12:06,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-toss-ups-in-nevada-and-arizona,general,6268,McSally,13446,Martha McSally,REP,47.6
286,136078,72511,2020,Maine,1102,Emerson College,,,Emerson College,88,Emerson College,A-,611,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 16:18,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-biden-with-slight-lead-over-trump-in-pennsylvania-maine-s-second-district-competitive,general,6279,Gideon,13455,Sara Gideon,DEM,47.6
287,136078,72511,2020,Maine,1102,Emerson College,,,Emerson College,88,Emerson College,A-,611,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 16:18,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-biden-with-slight-lead-over-trump-in-pennsylvania-maine-s-second-district-competitive,general,6279,Collins,13456,Susan M. Collins,REP,45.8
288,136078,72511,2020,Maine,1102,Emerson College,,,Emerson College,88,Emerson College,A-,611,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 16:18,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-biden-with-slight-lead-over-trump-in-pennsylvania-maine-s-second-district-competitive,general,6279,Savage,14690,Lisa Savage,IND,5.0
289,136078,72511,2020,Maine,1102,Emerson College,,,Emerson College,88,Emerson College,A-,611,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 16:18,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-biden-with-slight-lead-over-trump-in-pennsylvania-maine-s-second-district-competitive,general,6279,Linn,14691,Max Linn,IND,1.0
290,136085,72515,2020,North Carolina,1102,Emerson College,,,Emerson College,88,Emerson College,A-,855,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,general,6284,Cunningham,13468,Cal Cunningham,DEM,50.4
291,136085,72515,2020,North Carolina,1102,Emerson College,,,Emerson College,88,Emerson College,A-,855,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,general,6284,Tillis,13461,Thom Tillis,REP,47.2
292,136086,72517,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,749,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,general,6271,Ossoff,14567,Jon Ossoff,DEM,48.9
293,136086,72517,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,749,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,general,6271,Perdue,14568,David A. Perdue,REP,47.6
294,136087,72517,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,749,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,jungle primary,7780,Lieberman,13670,Matthew Lieberman,DEM,7.8
295,136087,72517,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,749,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,jungle primary,7780,Collins,13669,Doug Collins,REP,26.8
296,136087,72517,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,749,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,jungle primary,7780,Loeffler,13671,Kelly Loeffler,REP,23.5
297,136087,72517,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,749,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,jungle primary,7780,Tarver,14490,Ed Tarver,DEM,2.3
298,136087,72517,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,749,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,jungle primary,7780,Warnock,14489,Raphael Warnock,DEM,37.9
299,136088,72518,2020,Texas,1102,Emerson College,,,Emerson College,88,Emerson College,A-,763,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,general,6295,Hegar,13459,Mary Jennings Hegar,DEM,47.0
300,136088,72518,2020,Texas,1102,Emerson College,,,Emerson College,88,Emerson College,A-,763,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/29/20,10/31/20,11/3/20,,0,,,0,0,11/1/20 17:15,,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,general,6295,Cornyn,13444,John Cornyn,REP,51.0
301,136269,72602,2020,Arizona,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,1059,lv,lv,Online,U.S. Senate,2,Class III,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:19,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6268,Kelly,13445,Mark Kelly,DEM,47.9
302,136269,72602,2020,Arizona,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,1059,lv,lv,Online,U.S. Senate,2,Class III,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:19,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6268,McSally,13446,Martha McSally,REP,44.4
303,136270,72603,2020,Colorado,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,727,lv,lv,Online,U.S. Senate,0,Class II,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:19,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6269,Hickenlooper,13474,John Wright Hickenlooper,DEM,51.5
304,136270,72603,2020,Colorado,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,727,lv,lv,Online,U.S. Senate,0,Class II,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:19,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6269,Gardner,13475,Cory Gardner,REP,43.6
305,136271,72605,2020,Georgia,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,1743,lv,lv,Online,U.S. Senate,0,Class II,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:19,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6271,Ossoff,14567,Jon Ossoff,DEM,46.5
306,136271,72605,2020,Georgia,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,1743,lv,lv,Online,U.S. Senate,0,Class II,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:19,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6271,Perdue,14568,David A. Perdue,REP,45.5
307,136273,72607,2020,Michigan,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,1736,lv,lv,Online,U.S. Senate,2,Class II,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:20,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6280,Peters,13453,Gary C. Peters,DEM,48.8
308,136273,72607,2020,Michigan,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,1736,lv,lv,Online,U.S. Senate,2,Class II,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:20,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6280,James,13454,John James,REP,43.1
309,136274,72610,2020,North Carolina,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,1982,lv,lv,Online,U.S. Senate,0,Class II,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:20,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6284,Cunningham,13468,Cal Cunningham,DEM,47.4
310,136274,72610,2020,North Carolina,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B,1982,lv,lv,Online,U.S. Senate,0,Class II,10/22/20,10/31/20,11/3/20,,0,,1,0,0,11/2/20 07:20,,https://morningconsult.com/form/2020-u-s-election-tracker/,general,6284,Tillis,13461,Thom Tillis,REP,42.5
