poll_id,study_id,release_version,pollster_id,sponsor_id,source_url,raw_hash,field_start,field_end,published_at,corrected_at,retrieved_at,valid_from,valid_to,available_at,event_time,election_id,office,state,race_id,population,sample_size,mode,dem_share,rep_share,undecided,other_share,two_party_margin,partisan,exclusion_status,exclusion_reason,parser_version,normalized_at,supersedes
poll-2016-NY-10-4,study-2016-NY-PPP-2016-11-04,1,PPP,none,synthetic://fixtures/polls,67fd38319ad7af25db8cd425b53c337c901614186fe23d4905af98a2ba07d10d,2016-11-01,2016-11-04,2016-11-04,,2026-09-13T15:08:13.833680+00:00,2016-11-04,,2016-11-04,2016-11-04,senate-2016,US_SENATE,NY,senate-2016-NY,LV,500,Online,56.44,43.56,3.3,0.9,12.872,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-NY-11-113,study-2016-NY-Trafalgar-2016-07-18,1,Trafalgar,none,synthetic://fixtures/polls,b7cb9e4e28945ed23292fd99e40b986771dc1d87099bc4ea3bdf9b644187c28b,2016-07-16,2016-07-18,2016-07-19,,2026-09-13T15:08:13.833680+00:00,2016-07-19,,2016-07-19,2016-07-18,senate-2016,US_SENATE,NY,senate-2016-NY,LV,900,Online,60.38,39.62,6.52,1.18,20.767,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-NY-12-88,study-2016-NY-Marist-2016-08-12,1,Marist,none,synthetic://fixtures/polls,513ad321780584aefd62d6bdf9630c48dc46232f68ca5eb811f94a0b23d38b55,2016-08-10,2016-08-12,2016-08-13,,2026-09-13T15:08:13.833680+00:00,2016-08-13,,2016-08-13,2016-08-12,senate-2016,US_SENATE,NY,senate-2016-NY,LV,1200,Online,61.45,38.55,3.29,0.74,22.897,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-NY-13-73,study-2016-NY-Data for Progress-2016-08-27,1,Data for Progress,none,synthetic://fixtures/polls,c537c839bcd2cb34d3fe3360fb7d13b6673baf72e26e60d9efb78b1ec01af76c,2016-08-24,2016-08-27,2016-08-28,,2026-09-13T15:08:13.833680+00:00,2016-08-28,,2016-08-28,2016-08-27,senate-2016,US_SENATE,NY,senate-2016-NY,LV,1200,IVR/Online,60.29,39.71,5.44,0.72,20.578,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-0-132,study-2016-OH-Marist-tracker,1,Marist,none,synthetic://fixtures/polls,d3432bff36805b4d3db017f4c559c1f17630657768454dab0d67b78b26b6b8ae,2016-09-07,2016-09-10,2016-09-11,,2026-09-13T15:08:13.833680+00:00,2016-09-11,,2016-09-11,2016-09-10,senate-2016,US_SENATE,OH,senate-2016-OH,LV,500,Live Phone,49.83,50.17,2.33,1.15,-0.336,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-1-126,study-2016-OH-Marist-tracker,1,Marist,none,synthetic://fixtures/polls,efb187e126e14bff640bfc5a990e817edad35f8c6294120497945f3a38fa9e3d,2016-09-06,2016-09-09,2016-09-10,,2026-09-13T15:08:13.833680+00:00,2016-09-10,,2016-09-10,2016-09-09,senate-2016,US_SENATE,OH,senate-2016-OH,LV,750,Online,42.75,57.25,5.03,1.23,-14.498,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-2-45,study-2016-OH-Marist-2016-09-24,1,Marist,none,synthetic://fixtures/polls,00128f807bc722008d20f534357305c457dfa609c98ddedee7ca7ed3130b0939,2016-09-22,2016-09-24,2016-09-24,,2026-09-13T15:08:13.833680+00:00,2016-09-24,,2016-09-24,2016-09-24,senate-2016,US_SENATE,OH,senate-2016-OH,LV,750,IVR/Online,48.03,51.97,4.69,1.45,-3.946,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-3-72,study-2016-OH-Marist-tracker,1,Marist,none,synthetic://fixtures/polls,01fa6f688afbb6c554d287e41c9f3b5c3cd5aa83a5c52c2f46993b3e0ecda940,2016-09-04,2016-09-07,2016-09-08,,2026-09-13T15:08:13.833680+00:00,2016-09-08,,2016-09-08,2016-09-07,senate-2016,US_SENATE,OH,senate-2016-OH,RV,1200,IVR/Online,47.52,52.48,4.86,0.92,-4.961,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-4-122,study-2016-OH-Trafalgar-2016-07-09,1,Trafalgar,none,synthetic://fixtures/polls,c0fdf939eb2b1b3f5864b04ffa66d9ea875bb9b8be0c1783edc27da7caa4309b,2016-07-05,2016-07-09,2016-07-10,,2026-09-13T15:08:13.833680+00:00,2016-07-10,,2016-07-10,2016-07-09,senate-2016,US_SENATE,OH,senate-2016-OH,LV,500,IVR/Online,48.69,51.31,4.25,0.79,-2.628,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-5-106,study-2016-OH-Trafalgar-2016-07-25,1,Trafalgar,none,synthetic://fixtures/polls,c2e1781cd920c493f97a10a00b786f6833e2ffdbd97babf25263fe06d0c3b518,2016-07-21,2016-07-25,2016-07-25,,2026-09-13T15:08:13.833680+00:00,2016-07-25,,2016-07-25,2016-07-25,senate-2016,US_SENATE,OH,senate-2016-OH,LV,750,Online,47.59,52.41,3.81,1.01,-4.817,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-6-49,study-2016-OH-Trafalgar-2016-09-20,1,Trafalgar,none,synthetic://fixtures/polls,a91eae9cdc7aa73f187fb7d5ae5d5dbc659ee27f7c5e0eefea474b4a722915ff,2016-09-18,2016-09-20,2016-09-21,,2026-09-13T15:08:13.833680+00:00,2016-09-21,,2016-09-21,2016-09-20,senate-2016,US_SENATE,OH,senate-2016-OH,LV,900,IVR/Online,43.71,56.29,3.91,0.39,-12.58,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-7-69,study-2016-OH-Marist-2016-08-31,1,Marist,none,synthetic://fixtures/polls,2acfa02ab65a31a271787d435a85ee1a5f3b3fcf94925b5faa32a48f3620dba1,2016-08-27,2016-08-31,2016-09-01,,2026-09-13T15:08:13.833680+00:00,2016-09-01,,2016-09-01,2016-08-31,senate-2016,US_SENATE,OH,senate-2016-OH,RV,600,Online,49.44,50.56,2.71,1.66,-1.11,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-OH-8-35,study-2016-OH-RMG Research-2016-10-04,1,RMG Research,none,synthetic://fixtures/polls,d84e2affed43550e4a22afe17a495707a7ce0337b588a8d0d9339cec6ee56e19,2016-10-02,2016-10-04,2016-10-04,,2026-09-13T15:08:13.833680+00:00,2016-10-04,,2016-10-04,2016-10-04,senate-2016,US_SENATE,OH,senate-2016-OH,RV,900,IVR/Online,44.44,55.56,3.54,0.32,-11.12,False,include,,fixtures-v1,2026-09-13T15:08:13.833680+00:00,
poll-2016-PA-0-91,study-2016-PA-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,66a1cf716c8583a13831e7129bcb14648ad1c9a43d2f2b561473e54694888f7b,2016-09-18,2016-09-21,2016-09-22,,2026-09-13T15:08:13.834680+00:00,2016-09-22,,2016-09-22,2016-09-21,senate-2016,US_SENATE,PA,senate-2016-PA,LV,900,Live Phone,53.47,46.53,5.0,0.64,6.946,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-PA-1-24,study-2016-PA-PPP-2016-10-15,1,PPP,none,synthetic://fixtures/polls,a61e8c0edb01ac16e6e391dea472a051af680aa7d269c7bd7103b41d8416dcf7,2016-10-13,2016-10-15,2016-10-16,,2026-09-13T15:08:13.834680+00:00,2016-10-16,,2016-10-16,2016-10-15,senate-2016,US_SENATE,PA,senate-2016-PA,LV,600,IVR/Online,49.4,50.6,4.55,0.86,-1.208,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-PA-2-30,study-2016-PA-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,60ad35c9940db872b57d2767f30db0d632ca70aa2acdb6ed61c69a4fa5e79d3e,2016-09-16,2016-09-19,2016-09-20,,2026-09-13T15:08:13.834680+00:00,2016-09-20,,2016-09-20,2016-09-19,senate-2016,US_SENATE,PA,senate-2016-PA,LV,400,Live Phone,52.53,47.47,5.4,0.21,5.067,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-PA-3-47,study-2016-PA-Quinnipiac-2016-09-22,1,Quinnipiac,none,synthetic://fixtures/polls,4746195d32d53ca42be1ea6111d674e3010e912fa30877faca98cf91c544b1c6,2016-09-20,2016-09-22,2016-09-22,,2026-09-13T15:08:13.834680+00:00,2016-09-22,,2016-09-22,2016-09-22,senate-2016,US_SENATE,PA,senate-2016-PA,LV,600,Online,53.53,46.47,0.76,1.57,7.059,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-PA-4-67,study-2016-PA-Siena-2016-09-02,1,Siena,none,synthetic://fixtures/polls,f5e992400f06d14190015ed800b0bd02d3b9a2882cef9cb9b0428cd4d9cea064,2016-08-29,2016-09-02,2016-09-02,,2026-09-13T15:08:13.834680+00:00,2016-09-02,,2016-09-02,2016-09-02,senate-2016,US_SENATE,PA,senate-2016-PA,RV,400,Online,51.4,48.6,4.79,1.28,2.799,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-PA-5-35,study-2016-PA-PPP-2016-10-04,1,PPP,none,synthetic://fixtures/polls,efb70d93a18f78afb2fad0619cc05f678d58181ccc12ef2e2b2b7172d181ab1c,2016-10-02,2016-10-04,2016-10-05,,2026-09-13T15:08:13.834680+00:00,2016-10-05,,2016-10-05,2016-10-04,senate-2016,US_SENATE,PA,senate-2016-PA,LV,900,Online,52.96,47.04,4.73,0.77,5.914,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-PA-6-87,study-2016-PA-PPP-2016-08-13,1,PPP,none,synthetic://fixtures/polls,9f03f2e09149a2c8f7ed7189300e40b48015fab7ef97cccb57251293cfe86a04,2016-08-09,2016-08-13,2016-08-13,,2026-09-13T15:08:13.834680+00:00,2016-08-13,,2016-08-13,2016-08-13,senate-2016,US_SENATE,PA,senate-2016-PA,RV,400,Online,60.13,39.87,7.03,1.35,20.264,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-PA-7-55,study-2016-PA-Marist-2016-09-14,1,Marist,none,synthetic://fixtures/polls,9ca8a3ba1f638770dad9f5b6fed381f668c06c41eb65c580db149b633b1a082d,2016-09-11,2016-09-14,2016-09-15,,2026-09-13T15:08:13.834680+00:00,2016-09-15,,2016-09-15,2016-09-14,senate-2016,US_SENATE,PA,senate-2016-PA,LV,600,Live Phone,52.08,47.92,4.65,0.33,4.164,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-0-101,study-2016-TX-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,e7512892bdc006b63447ff1668f44ecec280c8df06014bc778af5c98d96ef9ae,2016-09-20,2016-09-23,2016-09-24,,2026-09-13T15:08:13.834680+00:00,2016-09-24,,2016-09-24,2016-09-23,senate-2016,US_SENATE,TX,senate-2016-TX,LV,600,IVR/Online,46.87,53.13,4.64,0.87,-6.255,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-1-105,study-2016-TX-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,66e3d0a1d38e2ce8a142b2ea63f2cba8806af7ffd89a2b928a1ecbe7848035ce,2016-09-19,2016-09-22,2016-09-23,,2026-09-13T15:08:13.834680+00:00,2016-09-23,,2016-09-23,2016-09-22,senate-2016,US_SENATE,TX,senate-2016-TX,LV,400,Online,47.1,52.9,6.75,1.24,-5.792,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-2-138,study-2016-TX-PPP-2016-06-23,1,PPP,none,synthetic://fixtures/polls,49167fc1cff7396bd035b47a63c3cce90ac75e2cc5e7030493caec619735c271,2016-06-20,2016-06-23,2016-06-24,,2026-09-13T15:08:13.834680+00:00,2016-06-24,,2016-06-24,2016-06-23,senate-2016,US_SENATE,TX,senate-2016-TX,RV,1200,IVR/Online,46.38,53.62,3.42,1.53,-7.246,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-3-146,study-2016-TX-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,c13d0189c584a6ce75916f439957ac083fb01849b1e55f39423ed1cd74560ac7,2016-09-17,2016-09-20,2016-09-21,,2026-09-13T15:08:13.834680+00:00,2016-09-21,,2016-09-21,2016-09-20,senate-2016,US_SENATE,TX,senate-2016-TX,RV,600,Online,52.68,47.32,2.42,0.95,5.357,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-4-85,study-2016-TX-Emerson-2016-08-15,1,Emerson,none,synthetic://fixtures/polls,652f724f8ed927318878a52f724c7bfabaadda776d9048f3f395721f121c5417,2016-08-13,2016-08-15,2016-08-16,,2026-09-13T15:08:13.834680+00:00,2016-08-16,,2016-08-16,2016-08-15,senate-2016,US_SENATE,TX,senate-2016-TX,LV,1200,IVR/Online,44.78,55.22,5.51,0.33,-10.441,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-5-121,study-2016-TX-PPP-2016-07-10,1,PPP,none,synthetic://fixtures/polls,cbb8bcb1c58cd16dd7a58f0c3e524d2f701ea481a1ecea7dcb3b54ccbcb6f228,2016-07-08,2016-07-10,2016-07-11,,2026-09-13T15:08:13.834680+00:00,2016-07-11,,2016-07-11,2016-07-10,senate-2016,US_SENATE,TX,senate-2016-TX,LV,600,Online,46.59,53.41,3.44,1.04,-6.817,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-6-59,study-2016-TX-Marist-2016-09-10,1,Marist,none,synthetic://fixtures/polls,986a1d08124f521c074eed9ae88e7d2c056e0003d7bc7babb8009d63dbed4a25,2016-09-06,2016-09-10,2016-09-10,,2026-09-13T15:08:13.834680+00:00,2016-09-10,,2016-09-10,2016-09-10,senate-2016,US_SENATE,TX,senate-2016-TX,LV,750,Online,45.37,54.63,4.66,0.69,-9.255,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-7-66,study-2016-TX-Siena-2016-09-03,1,Siena,none,synthetic://fixtures/polls,8a597d5c84800c8a8f3c4cdfdd1fbc504ade75e509583d91bb5fe80ceb7022db,2016-08-30,2016-09-03,2016-09-03,,2026-09-13T15:08:13.834680+00:00,2016-09-03,,2016-09-03,2016-09-03,senate-2016,US_SENATE,TX,senate-2016-TX,RV,400,Online,44.13,55.87,4.56,2.56,-11.73,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-8-27,study-2016-TX-PPP-2016-10-12,1,PPP,none,synthetic://fixtures/polls,d516ea3e71115d5e5a052528acde1cef2283fe725f797a93f4830d9b4c845c0c,2016-10-08,2016-10-12,2016-10-12,,2026-09-13T15:08:13.834680+00:00,2016-10-12,,2016-10-12,2016-10-12,senate-2016,US_SENATE,TX,senate-2016-TX,LV,500,IVR/Online,43.87,56.13,3.81,0.45,-12.255,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-9-4,study-2016-TX-Quinnipiac-2016-11-04,1,Quinnipiac,none,synthetic://fixtures/polls,0786345e463a511e227a97a021b7554804bcac7b02050ec458a293c9bad4072c,2016-10-31,2016-11-04,2016-11-04,,2026-09-13T15:08:13.834680+00:00,2016-11-04,,2016-11-04,2016-11-04,senate-2016,US_SENATE,TX,senate-2016-TX,LV,750,IVR/Online,47.09,52.91,4.53,1.24,-5.816,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-10-119,study-2016-TX-SurveyUSA-2016-07-12,1,SurveyUSA,none,synthetic://fixtures/polls,084336d6b1062598e7e5cdb0b202a1d200d1c859a671f6058630e8acf9df6d39,2016-07-08,2016-07-12,2016-07-13,,2026-09-13T15:08:13.834680+00:00,2016-07-13,,2016-07-13,2016-07-12,senate-2016,US_SENATE,TX,senate-2016-TX,RV,900,Online,45.72,54.28,2.91,0.31,-8.557,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-11-25,study-2016-TX-SurveyUSA-2016-10-14,1,SurveyUSA,none,synthetic://fixtures/polls,ab71b4a630f502a93d2970267669e4c1a3e770b4656f6cc5b2a81e0cc0bca722,2016-10-10,2016-10-14,2016-10-15,,2026-09-13T15:08:13.834680+00:00,2016-10-15,,2016-10-15,2016-10-14,senate-2016,US_SENATE,TX,senate-2016-TX,LV,750,Live Phone,43.88,56.12,6.61,1.5,-12.245,False,include,,fixtures-v1,2026-09-13T15:08:13.834680+00:00,
poll-2016-TX-12-19,study-2016-TX-Emerson-2016-10-20,1,Emerson,none,synthetic://fixtures/polls,ed711df18e1c98bffb7f0968ae464f4903dd3c7539867d7121494d1b49d6eda6,2016-10-17,2016-10-20,2016-10-20,,2026-09-13T15:08:13.835679+00:00,2016-10-20,,2016-10-20,2016-10-20,senate-2016,US_SENATE,TX,senate-2016-TX,LV,1200,Online,49.56,50.44,2.78,1.61,-0.877,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-0-136,study-2016-UT-Trafalgar-2016-06-25,1,Trafalgar,none,synthetic://fixtures/polls,1f26f8ca4dfe72cd8263f8d7026f92317909ec09aac7971c62f1705a06e687d9,2016-06-21,2016-06-25,2016-06-26,,2026-09-13T15:08:13.835679+00:00,2016-06-26,,2016-06-26,2016-06-25,senate-2016,US_SENATE,UT,senate-2016-UT,LV,1200,IVR/Online,36.62,63.38,7.59,1.78,-26.751,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-1-127,study-2016-UT-Quinnipiac-2016-07-04,1,Quinnipiac,none,synthetic://fixtures/polls,f6ff123efb3865dc5e5771a52a9389514a4ff77e97679e8bc18bb700f5fe11e1,2016-07-02,2016-07-04,2016-07-04,,2026-09-13T15:08:13.835679+00:00,2016-07-04,,2016-07-04,2016-07-04,senate-2016,US_SENATE,UT,senate-2016-UT,LV,750,Online,40.25,59.75,3.09,0.29,-19.495,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-2-57,study-2016-UT-Emerson-tracker,1,Emerson,none,synthetic://fixtures/polls,c4d8bd1a68a124400340795d4b82903a903e8c25fbe8ebf58ed1b4eb0f8e3674,2016-09-11,2016-09-14,2016-09-15,,2026-09-13T15:08:13.835679+00:00,2016-09-15,,2016-09-15,2016-09-14,senate-2016,US_SENATE,UT,senate-2016-UT,RV,1200,IVR/Online,34.49,65.51,5.09,1.74,-31.029,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-3-147,study-2016-UT-Emerson-tracker,1,Emerson,none,synthetic://fixtures/polls,c2f1760b1e08d3df9d4f58c8c4c1790b453f90e989c15d5a94b9d4aae0e415a7,2016-09-10,2016-09-13,2016-09-14,,2026-09-13T15:08:13.835679+00:00,2016-09-14,,2016-09-14,2016-09-13,senate-2016,US_SENATE,UT,senate-2016-UT,LV,900,IVR/Online,34.24,65.76,5.19,0.98,-31.52,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-4-77,study-2016-UT-SurveyUSA-2016-08-23,1,SurveyUSA,none,synthetic://fixtures/polls,de1bb44f8ca13be76df45c2a586834d909175d931060e52391055356c577f73b,2016-08-19,2016-08-23,2016-08-24,,2026-09-13T15:08:13.835679+00:00,2016-08-24,,2016-08-24,2016-08-23,senate-2016,US_SENATE,UT,senate-2016-UT,LV,500,Online,38.45,61.55,4.59,1.34,-23.09,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-5-35,study-2016-UT-Quinnipiac-2016-10-04,1,Quinnipiac,none,synthetic://fixtures/polls,a194bdd1532ed168765f9655adeb19aaae774afb17e79c32b7a864edd0991c6a,2016-10-01,2016-10-04,2016-10-04,,2026-09-13T15:08:13.835679+00:00,2016-10-04,,2016-10-04,2016-10-04,senate-2016,US_SENATE,UT,senate-2016-UT,LV,400,Live Phone,39.24,60.76,3.5,1.03,-21.524,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-6-70,study-2016-UT-RMG Research-2016-08-30,1,RMG Research,none,synthetic://fixtures/polls,6f86741054456abf0f67d8cb6e1b7b3388fbf92a009171b44131ddee792dd988,2016-08-28,2016-08-30,2016-08-30,,2026-09-13T15:08:13.835679+00:00,2016-08-30,,2016-08-30,2016-08-30,senate-2016,US_SENATE,UT,senate-2016-UT,RV,500,IVR/Online,33.35,66.65,5.13,1.0,-33.292,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-7-24,study-2016-UT-YouGov-2016-10-15,1,YouGov,none,synthetic://fixtures/polls,25006f3519e58ffa51f4cf477f1ef5553f59e9a7b99ac3f4240c4cbc0c6edc5a,2016-10-13,2016-10-15,2016-10-15,,2026-09-13T15:08:13.835679+00:00,2016-10-15,,2016-10-15,2016-10-15,senate-2016,US_SENATE,UT,senate-2016-UT,LV,900,Live Phone,34.83,65.17,4.65,0.68,-30.333,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-8-4,study-2016-UT-Trafalgar-2016-11-04,1,Trafalgar,none,synthetic://fixtures/polls,f4a7abdf37b322be910f13c3e7719748503f7cb5a5472d7ab6c037b973c9cf77,2016-11-01,2016-11-04,2016-11-05,,2026-09-13T15:08:13.835679+00:00,2016-11-05,,2016-11-05,2016-11-04,senate-2016,US_SENATE,UT,senate-2016-UT,RV,1200,IVR/Online,33.87,66.13,5.48,1.79,-32.265,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-9-56,study-2016-UT-Marist-2016-09-13,1,Marist,none,synthetic://fixtures/polls,b317138a7bf93b9f7346429fff8d955d89ce087ddbfbf3b8e9503c9f38de2905,2016-09-10,2016-09-13,2016-09-14,,2026-09-13T15:08:13.835679+00:00,2016-09-14,,2016-09-14,2016-09-13,senate-2016,US_SENATE,UT,senate-2016-UT,RV,900,Online,37.79,62.21,4.68,1.26,-24.415,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-10-64,study-2016-UT-YouGov-2016-09-05,1,YouGov,none,synthetic://fixtures/polls,c36bcdc7962bd34f99c48a7bf1309883cab04a33590caceab32bd49d3dcf6041,2016-09-03,2016-09-05,2016-09-06,,2026-09-13T15:08:13.835679+00:00,2016-09-06,,2016-09-06,2016-09-05,senate-2016,US_SENATE,UT,senate-2016-UT,RV,400,IVR/Online,40.19,59.81,2.87,1.79,-19.624,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-11-98,study-2016-UT-Marist-2016-08-02,1,Marist,none,synthetic://fixtures/polls,1f43e2fbf777ebcf84c524544661105428ba6b248f50b4f06833e51468216bcb,2016-07-30,2016-08-02,2016-08-02,,2026-09-13T15:08:13.835679+00:00,2016-08-02,,2016-08-02,2016-08-02,senate-2016,US_SENATE,UT,senate-2016-UT,RV,600,IVR/Online,39.75,60.25,4.16,1.13,-20.495,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-12-93,study-2016-UT-SurveyUSA-2016-08-07,1,SurveyUSA,none,synthetic://fixtures/polls,130b5cf1a29457cf94fef5ca0c2869f472b3ee130571e5cef671267d13e1b2bb,2016-08-03,2016-08-07,2016-08-07,,2026-09-13T15:08:13.835679+00:00,2016-08-07,,2016-08-07,2016-08-07,senate-2016,US_SENATE,UT,senate-2016-UT,LV,750,Online,39.73,60.27,5.57,0.65,-20.549,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-13-139,study-2016-UT-Emerson-2016-06-22,1,Emerson,none,synthetic://fixtures/polls,61879a275d398ec1b2f5e3808362321f5e7d4d7241a04903296156fb9b126a51,2016-06-20,2016-06-22,2016-06-23,,2026-09-13T15:08:13.835679+00:00,2016-06-23,,2016-06-23,2016-06-22,senate-2016,US_SENATE,UT,senate-2016-UT,RV,1200,Live Phone,34.19,65.81,3.17,0.71,-31.63,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-UT-14-129,study-2016-UT-RMG Research-2016-07-02,1,RMG Research,none,synthetic://fixtures/polls,32d95baa36250e680de57307121116a3fba823e26d017ccf24cfff48d55192e2,2016-06-28,2016-07-02,2016-07-03,,2026-09-13T15:08:13.835679+00:00,2016-07-03,,2016-07-03,2016-07-02,senate-2016,US_SENATE,UT,senate-2016-UT,LV,1200,Online,34.59,65.41,4.51,0.98,-30.815,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-VT-0-10,study-2016-VT-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,973a8e66f3e8260a43903c73c15b68c6ad22dff3ad93682e7b0cce90fa1a00dc,2016-09-29,2016-10-02,2016-10-03,,2026-09-13T15:08:13.835679+00:00,2016-10-03,,2016-10-03,2016-10-02,senate-2016,US_SENATE,VT,senate-2016-VT,LV,750,IVR/Online,71.04,28.96,5.76,1.34,42.088,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-VT-1-31,study-2016-VT-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,c96e3cdd15c7faffc861f53492c093e839d7d6bd17a2c2d379a9ed8c04b17b80,2016-09-28,2016-10-01,2016-10-02,,2026-09-13T15:08:13.835679+00:00,2016-10-02,,2016-10-02,2016-10-01,senate-2016,US_SENATE,VT,senate-2016-VT,LV,900,IVR/Online,69.93,30.07,3.61,0.54,39.864,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-VT-2-36,study-2016-VT-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,cf3a2194435acf08604081d36e4e6e2c143d166f13d32f656b07ed588469909e,2016-09-27,2016-09-30,2016-10-01,,2026-09-13T15:08:13.835679+00:00,2016-10-01,,2016-10-01,2016-09-30,senate-2016,US_SENATE,VT,senate-2016-VT,RV,400,IVR/Online,68.93,31.07,6.36,1.35,37.869,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-VT-3-22,study-2016-VT-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,55af0c684755dd0e4283c1ee9f90e15508a573cd12bb1c9cca5fb66d29497b7b,2016-09-26,2016-09-29,2016-09-30,,2026-09-13T15:08:13.835679+00:00,2016-09-30,,2016-09-30,2016-09-29,senate-2016,US_SENATE,VT,senate-2016-VT,RV,900,Live Phone,67.53,32.47,2.94,1.0,35.051,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
poll-2016-VT-4-4,study-2016-VT-RMG Research-2016-11-04,1,RMG Research,none,synthetic://fixtures/polls,445e422b4813c5424cd10b82e269e5ced7061680bef6a2b8082f4cd1317f7e34,2016-11-01,2016-11-04,2016-11-05,,2026-09-13T15:08:13.835679+00:00,2016-11-05,,2016-11-05,2016-11-04,senate-2016,US_SENATE,VT,senate-2016-VT,LV,400,Live Phone,72.87,27.13,2.62,1.58,45.739,False,include,,fixtures-v1,2026-09-13T15:08:13.835679+00:00,
